"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","study_citation"
"1",367863,"Cresseyus confusus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus confusus","adult","ectoparasitic",126461,"Molva molva","Animalia | Chordata | Teleostei | Gadiformes | Lotidae | Molva | Molva molva",NA,"Ho, J.S. & C.L. Lin. (2006). A new bomolochid copepod parasitic on marine fishes of Taiwan, with reassignment of species of Holobomolochus Vervoort, 1969. <em>Crustaceana (Leiden).</em> 78(11):1369-1381. [for 2005}."
"2",367863,"Cresseyus confusus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus confusus","adult","ectoparasitic",126441,"Pollachius virens","Animalia | Chordata | Teleostei | Gadiformes | Gadidae | Pollachius | Pollachius virens",NA,"Ho, J.S. & C.L. Lin. (2006). A new bomolochid copepod parasitic on marine fishes of Taiwan, with reassignment of species of Holobomolochus Vervoort, 1969. <em>Crustaceana (Leiden).</em> 78(11):1369-1381. [for 2005}."
"3",367863,"Cresseyus confusus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus confusus","adult","ectoparasitic",126445,"Trisopterus luscus","Animalia | Chordata | Teleostei | Gadiformes | Gadidae | Trisopterus | Trisopterus luscus",NA,"Ho, J.S. & C.L. Lin. (2006). A new bomolochid copepod parasitic on marine fishes of Taiwan, with reassignment of species of Holobomolochus Vervoort, 1969. <em>Crustaceana (Leiden).</em> 78(11):1369-1381. [for 2005}."
"4",367864,"Cresseyus palleucus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus palleucus","adult","ectoparasitic",159564,"Scorpaena plumieri","Animalia | Chordata | Teleostei | Perciformes | Scorpaenidae | Scorpaena | Scorpaena plumieri",NA,"Wilson, C.B. (1913). Crustacean parasites of West Indian fishes and land crabs, with descriptions of new genera and species. Proceedings of the United States National Museum 44(1950):189-227, pls. 18-53. (3-iv-1913)"
"5",367865,"Cresseyus serratus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus serratus","adult","ectoparasitic",159562,"Scorpaena brasiliensis","Animalia | Chordata | Teleostei | Perciformes | Scorpaenidae | Scorpaena | Scorpaena brasiliensis",NA,"Cressey, R.F. (1981). Parasitic copepods from the Gulf of Mexico and Caribbean Sea, I: Holobomolochus and Neobomolochus. Smithsonian Contributions to Zoology 339:i-iii, 1-24, figs. 1-72. (19-x-1981)"
"6",367924,"Naricolax stocki","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Naricolax | Naricolax stocki","adult","ectoparasitic",279070,"Acanthopagrus australis","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Acanthopagrus | Acanthopagrus australis",NA,"Ho, J.S. & C.L. Lin. (2005). Three species of Naricolax  Ho, Do & Kasahara, 1983 (Copepoda, Bomolochidae) parasitic in the nasal cavities of marine fishes of Taiwan. Crustaceana 78(5):599-619."
"7",367924,"Naricolax stocki","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Naricolax | Naricolax stocki","adult","ectoparasitic",275578,"Arius maculatus","Animalia | Chordata | Teleostei | Siluriformes | Ariidae | Arius | Arius maculatus",NA,"Ho, J.S. & C.L. Lin. (2005). Three species of Naricolax  Ho, Do & Kasahara, 1983 (Copepoda, Bomolochidae) parasitic in the nasal cavities of marine fishes of Taiwan. Crustaceana 78(5):599-619."
"8",367925,"Nothobomolochus gazzae","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Nothobomolochus | Nothobomolochus gazzae","adult","ectoparasitic",218451,"Gazza minuta","Animalia | Chordata | Teleostei | Acanthuriformes | Leiognathidae | Gazza | Gazza minuta",NA,"Shen, C.J. (1957). Parasitic Copepoda from fishes of China. Part I. Cyclopoida (1). <em>Acta Zoologica Sinica.</em> 9(4):297-328, pls. 1-9. (xii-1957, Chinese with English summary)."
"9",367925,"Nothobomolochus gazzae","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Nothobomolochus | Nothobomolochus gazzae","adult","ectoparasitic",273912,"Siganus fuscescens","Animalia | Chordata | Teleostei | Acanthuriformes | Siganidae | Siganus | Siganus fuscescens",NA,"Lin, C.L. & J.S. Ho. (2008). Nothobomolochus gazzae (Shen, 1957), a rare parasitic copepod found on marine fish of Taiwan. <em>Journal of the Fisheries Society of Taiwan.</em> 35(2):167-173."
"10",368003,"Cresseyus longicaudus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus longicaudus","adult","ectoparasitic",282054,"Paralabrax clathratus","Animalia | Chordata | Teleostei | Perciformes | Serranidae | Paralabrax | Paralabrax clathratus",NA,"Cressey, R.F. (1969). Five new parasitic copepods from California inshore fish. Proceedings of the Biological Society of Washington 82:409-428, figs. 1-61. (3-x-1969)"
"11",368003,"Cresseyus longicaudus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Cresseyus | Cresseyus longicaudus","adult","ectoparasitic",282059,"Paralabrax nebulifer","Animalia | Chordata | Teleostei | Perciformes | Serranidae | Paralabrax | Paralabrax nebulifer",NA,"Ho, J.S. & C.L. Lin. (2006). A new bomolochid copepod parasitic on marine fishes of Taiwan, with reassignment of species of Holobomolochus Vervoort, 1969. <em>Crustaceana (Leiden).</em> 78(11):1369-1381. [for 2005}."
"12",395148,"Acanthocolax peruensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acanthocolax | Acanthocolax peruensis","adult","ectoparasitic",276147,"Menticirrhus ophicephalus","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sciaenidae | Menticirrhus | Menticirrhus ophicephalus",NA,"Luque, J.L. & M. Bruno. (1990). Bomolochus peruensis n. sp. (Copepoda: Bomolochidae), a parasite of sciaenid fishes from the Peruvian coast. Systematic Parasitology 15(3):203-209, figs. 1-24."
"13",425409,"Bomolochus bramus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bramus","adult","ectoparasitic",126783,"Brama brama","Animalia | Chordata | Teleostei | Scombriformes | Bramidae | Brama | Brama brama",NA,"Ho, J.S. & C.L. Lin. (2009). Bomolochus bramus n. sp. (Copepoda, Poecilostomatoida, Bomolochidae) from the pomfrets (Bramidae) off Taiwan, with a list of nominal species and key to valid species of Bomolochus von Nordmann, 1832. Zootaxa 2092:47-57."
"14",425409,"Bomolochus bramus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bramus","adult","ectoparasitic",280749,"Eumegistus illustris","Animalia | Chordata | Teleostei | Scombriformes | Bramidae | Eumegistus | Eumegistus illustris",NA,"Ho, J.S. & M. Dojiri. (1977). Parasitic copepods on the fishes of the Great Barrier Reef, Australia. Part II. Caligoida: Dissonus, Lepeophtheirus, and Dentigryps. Publications of the Seto Marine Biological Laboratory 24(1-3):77-97, figs. 1-9. (xi-1977)"
"15",450737,"Acantholochus zairae","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus zairae","adult","ectoparasitic",275272,"Sphoeroides annulatus","Animalia | Chordata | Teleostei | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides annulatus",NA,"Kim, I.H. (2008). Invertebrate fauna of Korea. Arthropoda: Crustacea: Copepoda: Siphonostomatoida: Calgidae, Sea Lice. <em>National Institute of Biological Resources, Inchon, South Korea.</em> 21(1):75 pp."
"16",465246,"Acantholochus albidus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus albidus","adult","ectoparasitic",126555,"Lophius piscatorius","Animalia | Chordata | Teleostei | Lophiiformes | Lophiidae | Lophius | Lophius piscatorius",NA,"Wilson, C.B. (1932). The copepods of the Woods Hole region, Massachusetts. <em>Bulletin of the United States National Museum.</em> 158:1-635, figs. 1-316, pls. 1-41."
"17",465247,"Acantholochus australiensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus australiensis","adult","ectoparasitic",279070,"Acanthopagrus australis","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Acanthopagrus | Acanthopagrus australis",NA,"Byrnes, T. (1986). Bomolochids (Copepoda: Bomolochidae) found on the Australian bream, Acanthopagrus spp. Australian Journal of Zoology 34(2):225-240, figs. 1-50, tabs. 1-2."
"18",465248,"Acantholochus venustus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus venustus","adult","ectoparasitic",367729,"Scorpaenichthys marmoratus","Animalia | Chordata | Teleostei | Perciformes | Cottidae | Scorpaenichthys | Scorpaenichthys marmoratus",NA,"Kabata, Z. (1971). Four Bomolochidae (Copepoda) from fishes of British Columbia. Journal of the Fisheries Research Board of Canada 28(10):1563-1572, figs. 1-38."
"19",465253,"Hamaticolax unisagittatus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Hamaticolax | Hamaticolax unisagittatus","adult","ectoparasitic",280068,"Centropomus undecimalis","Animalia | Chordata | Teleostei | Carangaria incertae sedis | Centropomidae | Centropomus | Centropomus undecimalis",NA,"Tavares, L.E.R. & J.L. Luque. (2003). A new species of Acantholochus (Copepoda: Bomolochidae) parasitic on Centropomus undecimalis (Osteichthyes: Centropomidae) from the coastal zone of the state of Rio de Janeiro, Brazil. Memórias do Instituto Oswaldo Cr"
"20",465254,"Hamaticolax galeichthyos","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Hamaticolax | Hamaticolax galeichthyos","adult","ectoparasitic",277553,"Galeichthys peruvianus","Animalia | Chordata | Teleostei | Siluriformes | Ariidae | Galeichthys | Galeichthys peruvianus",NA,"Luque, J.L. & M. Bruno. (1990). Two new species of Acantholochus Cressey, 1984 (Copepoda: Bomolochidae) parasitic on Peruvian marine fishes. Journal of Natural History, London 24(1):241-249."
"21",751644,"Orbitacolax unguifer","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Orbitacolax | Orbitacolax unguifer","adult","ectoparasitic",273976,"Pagrus major","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Pagrus | Pagrus major",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"22",751644,"Orbitacolax unguifer","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Orbitacolax | Orbitacolax unguifer","adult","ectoparasitic",293534,"Acanthopagrus schlegelii","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Acanthopagrus | Acanthopagrus schlegelii",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"23",954579,"Hamaticolax resupinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Hamaticolax | Hamaticolax resupinus","adult","ectoparasitic",280313,"Coelorinchus mediterraneus","Animalia | Chordata | Teleostei | Gadiformes | Macrouridae | Coelorinchus | Coelorinchus mediterraneus",NA,"Pérez-i-García, D., M. Carrassón & G.A. Boxshall. (2017). A new species of Hamaticolax Ho & Lin, 2006 (Copepoda: Bomolochidae) from deep water macrourids in the Mediterranean. <em>Systematic Parasitology.</em> 94(2): 243-254."
"24",954579,"Hamaticolax resupinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Hamaticolax | Hamaticolax resupinus","adult","ectoparasitic",183099,"Coryphaenoides mediterraneus","Animalia | Chordata | Teleostei | Gadiformes | Macrouridae | Coryphaenoides | Coryphaenoides mediterraneus",NA,"Pérez-i-García, D., M. Carrassón & G.A. Boxshall. (2017). A new species of Hamaticolax Ho & Lin, 2006 (Copepoda: Bomolochidae) from deep water macrourids in the Mediterranean. <em>Systematic Parasitology.</em> 94(2): 243-254."
"25",1305358,"Orbitacolax brevispinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Orbitacolax | Orbitacolax brevispinus","adult","ectoparasitic",273985,"Sphyraena pinguis","Animalia | Chordata | Teleostei | Carangaria incertae sedis | Sphyraenidae | Sphyraena | Sphyraena pinguis",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"26",1343368,"Unicolax longicrus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Unicolax | Unicolax longicrus","adult","ectoparasitic",273947,"Sillago maculata","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sillaginidae | Sillago | Sillago maculata",NA,"Bernot, J.P. & G.A. Boxshall. (2019). Two new species of parasitic copepods from the genera Nothobomolochus and Unicolax (Cyclopoida: Bomolochidae) from Australian waters. <em>PeerJ.</em> 7: e6858."
"27",1343368,"Unicolax longicrus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Unicolax | Unicolax longicrus","adult","ectoparasitic",273939,"Sillago ciliata","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sillaginidae | Sillago | Sillago ciliata",NA,"Bernot, J.P. & G.A. Boxshall. (2019). Two new species of parasitic copepods from the genera Nothobomolochus and Unicolax (Cyclopoida: Bomolochidae) from Australian waters. <em>PeerJ.</em> 7: e6858."
"28",1343369,"Nothobomolochus johndaveorum","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Nothobomolochus | Nothobomolochus johndaveorum","adult","ectoparasitic",276969,"Gerres subfasciatus","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Gerreidae | Gerres | Gerres subfasciatus",NA,"Bernot, J.P. & G.A. Boxshall. (2019). Two new species of parasitic copepods from the genera Nothobomolochus and Unicolax (Cyclopoida: Bomolochidae) from Australian waters. <em>PeerJ.</em> 7: e6858."
"29",1343369,"Nothobomolochus johndaveorum","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Nothobomolochus | Nothobomolochus johndaveorum","adult","ectoparasitic",218535,"Gerres oyena","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Gerreidae | Gerres | Gerres oyena",NA,"Bernot, J.P. & G.A. Boxshall. (2019). Two new species of parasitic copepods from the genera Nothobomolochus and Unicolax (Cyclopoida: Bomolochidae) from Australian waters. <em>PeerJ.</em> 7: e6858."
"30",1463705,"Naricolax sphyraenae","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Naricolax | Naricolax sphyraenae","adult","ectoparasitic",273985,"Sphyraena pinguis","Animalia | Chordata | Teleostei | Carangaria incertae sedis | Sphyraenidae | Sphyraena | Sphyraena pinguis",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"31",1463709,"Bomolochus hoi","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus hoi","adult","ectoparasitic",281688,"Neoditrema ransonnetii","Animalia | Chordata | Teleostei | Ovalentaria incertae sedis | Embiotocidae | Neoditrema | Neoditrema ransonnetii",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"32",1463714,"Orbitacolax scombropsi","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Orbitacolax | Orbitacolax scombropsi","adult","ectoparasitic",220088,"Scombrops boops","Animalia | Chordata | Teleostei | Acropomatiformes | Scombropidae | Scombrops | Scombrops boops",NA,"Izawa, K. (2020). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 1 — With discussion on sexually dimorphic features in the family. <em>Crustaceana (Leiden).</em> 93(8):891-929."
"33",1480211,"Paraorbitacolax sphyraenae","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Paraorbitacolax | Paraorbitacolax sphyraenae","adult","ectoparasitic",273985,"Sphyraena pinguis","Animalia | Chordata | Teleostei | Carangaria incertae sedis | Sphyraenidae | Sphyraena | Sphyraena pinguis",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 2 - with the description of two new genera. <em>Crustaceana (Leiden).</em> 94(1):77-96."
"34",1480212,"Pseudoeucanthus rhabdosargi","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Pseudoeucanthus | Pseudoeucanthus rhabdosargi","adult","ectoparasitic",218621,"Rhabdosargus sarba","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Rhabdosargus | Rhabdosargus sarba",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 2 - with the description of two new genera. <em>Crustaceana (Leiden).</em> 94(1):77-96."
"35",1480213,"Pumiliopes scombri","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Pumiliopes | Pumiliopes scombri","adult","ectoparasitic",127022,"Scomber japonicus","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Scomber | Scomber japonicus",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 2 - with the description of two new genera. <em>Crustaceana (Leiden).</em> 94(1):77-96."
"36",1480213,"Pumiliopes scombri","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Pumiliopes | Pumiliopes scombri","adult","ectoparasitic",127022,"Scomber japonicus","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Scomber | Scomber japonicus",NA,"Izawa, K. (2023). Redescription of Pumiliopes scombri Izawa, 2021 (Copepoda, Cyclopoida, Bomolochidae) recovered from Scomber japonicus Houttuyn, 1782 (Actinopterygii) in Japan, with description of the male of the species. <em>Crustaceana.</em> 96(3):263-"
"37",1480213,"Pumiliopes scombri","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Pumiliopes | Pumiliopes scombri","adult","ectoparasitic",219715,"Scomber australasicus","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Scomber | Scomber australasicus",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 2 - with the description of two new genera. <em>Crustaceana (Leiden).</em> 94(1):77-96."
"38",1480215,"Triceracolax pagri","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Triceracolax | Triceracolax pagri","adult","ectoparasitic",273976,"Pagrus major","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Pagrus | Pagrus major",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 2 - with the description of two new genera. <em>Crustaceana (Leiden).</em> 94(1):77-96."
"39",1507717,"Orbitacolax bispinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Orbitacolax | Orbitacolax bispinus","adult","ectoparasitic",276710,"Calotomus japonicus","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Scaridae | Calotomus | Calotomus japonicus",NA,"Izawa, K. (2021). Some new and known species of Bomolochidae (Copepoda, Cyclopoida) parasitic on Japanese actinopterygian fishes, 3. <em>Crustaceana (Leiden).</em> 94(4):447-465."
"40",1545627,"Naricolax holinorum","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Naricolax | Naricolax holinorum","adult","ectoparasitic",293534,"Acanthopagrus schlegelii","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Acanthopagrus | Acanthopagrus schlegelii",NA,"Izawa, K. (2021). Naricolax holinorum sp. nov. (Copepoda, Cyclopoida, Bomolochidae) parasitic in the nasal cavity of the blackhead seabream Acanthopagrus schlegelii (Bleeker, 1854) (Pisces, Sparidae) in Japan,. <em>Crustaceana.</em> 94(9): 1137-1144."
"41",1562733,"Hamaticolax physiculi","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Hamaticolax | Hamaticolax physiculi","adult","ectoparasitic",272496,"Physiculus japonicus","Animalia | Chordata | Teleostei | Gadiformes | Moridae | Physiculus | Physiculus japonicus",NA,"Izawa, K. (2022). Hamaticolax physiculi sp. nov. (Copepoda, Cyclopoida, Bomolochidae) parasitic in the bucco-branchial cavity of Physiculus japonicus Hilgendorf, 1879 (Pisces, Gadiformes, Moridae). <em>Crustaceana.</em> 95(1): 107-117."
"42",1572056,"Parahamaticolax ezoisoainame","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Parahamaticolax | Parahamaticolax ezoisoainame","adult","ectoparasitic",272496,"Physiculus japonicus","Animalia | Chordata | Teleostei | Gadiformes | Moridae | Physiculus | Physiculus japonicus",NA,"Izawa, K. (2022). Parahamaticolax ezoisoainame gen. et sp. nov. (Copepoda, Cyclopoida, Bomolochidae) parasitic in the bucco-branchial cavity of Physiculus japonicus Hilgendorf, 1879 (Pisces, Gadiformes, Moridae).Hamaticolax physiculi sp. nov. (Copepoda, C"
"43",767395,"Acanthochondria eptratreti","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria eptratreti","NA","ectoparasitic",279272,"Eptatretus burgeri","Animalia | Chordata | Myxini | Myxiniformes | Myxinidae | Eptatretus | Eptatretus burgeri",NA,"Cheng, Y.R., H.Y. Luo, C.F. Dai & H.H. Shih. (2014). A new species of chondracanthid copepod parasitic in the pharynx of hagfishes (Myxiniformes: Myxinidae) from off Taiwan. Systematic Parasitology. 88(3):281-287. JUL 2014"
"44",1383146,"Lagochondria quadrata","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Lagochondria | Lagochondria quadrata","adult","ectoparasitic",282567,"Repomucenus virgis","Animalia | Chordata | Teleostei | Callionymiformes | Callionymidae | Repomucenus | Repomucenus virgis",NA,"Ohtsuka, S., M. Nitta, T. Nakamura & Y. Maekawa. (2019). A new species of Lagochondria (Crustacea: Copepoda) parasitic on callionymid fish: First record of precopulatory mate guarding in fish-parasitic cyclopoid copepods, and of the occurrence of the genu"
"45",1442656,"Acanthochondria krishnai","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria krishnai","adult","ectoparasitic",274039,"Uranoscopus guttatus","Animalia | Chordata | Teleostei | Perciformes | Uranoscopidae | Uranoscopus | Uranoscopus guttatus",NA,"Aneesh, P.T., A.K. Helna & A.B. Kumar. (2020). New species of Acanthochondria Oakley, 1930 and Chondracanthus Delaroche, 1811 (Copepoda: Cyclopoida: Chondracanthidae) parasitizing marine fishes from Indian waters. <em>Nauplius.</em> 28(3): 1-21. e2020014."
"46",1442661,"Chondracanthus kabatai","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Chondracanthus | Chondracanthus kabatai","adult","ectoparasitic",127426,"Zenopsis conchifer","Animalia | Chordata | Teleostei | Zeiformes | Zeidae | Zenopsis | Zenopsis conchifer",NA,"Aneesh, P.T., A.K. Helna & A.B. Kumar. (2020). New species of Acanthochondria Oakley, 1930 and Chondracanthus Delaroche, 1811 (Copepoda: Cyclopoida: Chondracanthidae) parasitizing marine fishes from Indian waters. <em>Nauplius.</em> 28(3): 1-21. e2020014."
"47",348846,"Anthessius lophiomi","Animalia | Arthropoda | Copepoda | Cyclopoida | Anthessiidae | Anthessius | Anthessius lophiomi","NA","ectoparasitic",217838,"Lophiomus setigerus","Animalia | Chordata | Teleostei | Lophiiformes | Lophiidae | Lophiomus | Lophiomus setigerus",NA,"Avdeev, G.V. & V.N. Kazachenko. (1986). Parasitic copepods from fishes of the genus Lophiomus Gill in the Pacific. Crustaceana, Leiden 50(1):53-67, figs. 1-61. (i.1986)"
"48",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",126375,"Belone belone","Animalia | Chordata | Teleostei | Beloniformes | Belonidae | Belone | Belone belone",NA,"Burmeister, H. (1833). Beschreibung einiger neuen oder weniger bekannten Schmarotzerkrebe, nebst allgemeinen Begtrachtungen uber die Gruppe; welcher sie angehoren. Acta Acad. Caes. Leop. Carol. Nat. Cur., 17:271-336, pls. 23-25."
"49",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",126375,"Belone belone","Animalia | Chordata | Teleostei | Beloniformes | Belonidae | Belone | Belone belone",NA,"Papoutsoglou, S.E. (1976). Metazoan parasites of fishes from Saronicos Gulf Athens - Greece. <em>Thalassographica.</em> 1(1): 69–102, figs. 1-11. (X-1976)."
"50",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",126375,"Belone belone","Animalia | Chordata | Teleostei | Beloniformes | Belonidae | Belone | Belone belone",NA,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
"51",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",159246,"Ablennes hians","Animalia | Chordata | Teleostei | Beloniformes | Belonidae | Ablennes | Ablennes hians",NA,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
"52",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",293615,"Hyporhamphus regularis","Animalia | Chordata | Teleostei | Beloniformes | Hemiramphidae | Hyporhamphus | Hyporhamphus regularis",NA,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
"53",128745,"Bomolochus bellones","Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Bomolochus | Bomolochus bellones","adult","ectoparasitic",272187,"Hyporhamphus melanopterus","Animalia | Chordata | Teleostei | Beloniformes | Hemiramphidae | Hyporhamphus | Hyporhamphus melanopterus",NA,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
